id,name,slug,generation,cost,category,fling_power,effect,short_effect,sprite,sourceUrl
1479,dynamax-crystal-cen5460,dynamax_crystal_cen5460,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1479/
1480,dynamax-crystal-cmi2943,dynamax_crystal_cmi2943,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1480/
1481,dynamax-crystal-cmi2845,dynamax_crystal_cmi2845,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1481/
1482,dynamax-crystal-equ8131,dynamax_crystal_equ8131,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1482/
1483,dynamax-crystal-vul7405,dynamax_crystal_vul7405,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1483/
1484,dynamax-crystal-umi424,dynamax_crystal_umi424,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1484/
1485,dynamax-crystal-umi5563,dynamax_crystal_umi5563,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1485/
1486,dynamax-crystal-umi5735,dynamax_crystal_umi5735,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1486/
1487,dynamax-crystal-umi6789,dynamax_crystal_umi6789,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1487/
1488,dynamax-crystal-crt4287,dynamax_crystal_crt4287,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1488/
1489,dynamax-crystal-lyr7001,dynamax_crystal_lyr7001,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1489/
1490,dynamax-crystal-lyr7178,dynamax_crystal_lyr7178,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1490/
1491,dynamax-crystal-lyr7106,dynamax_crystal_lyr7106,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1491/
1492,dynamax-crystal-lyr7298,dynamax_crystal_lyr7298,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1492/
1493,dynamax-crystal-ara6585,dynamax_crystal_ara6585,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1493/
1494,dynamax-crystal-sco6134,dynamax_crystal_sco6134,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1494/
1495,dynamax-crystal-sco6527,dynamax_crystal_sco6527,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1495/
1496,dynamax-crystal-sco6553,dynamax_crystal_sco6553,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1496/
1497,dynamax-crystal-sco5953,dynamax_crystal_sco5953,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1497/
1498,dynamax-crystal-sco5984,dynamax_crystal_sco5984,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1498/
1499,dynamax-crystal-sco6508,dynamax_crystal_sco6508,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1499/
1500,dynamax-crystal-sco6084,dynamax_crystal_sco6084,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1500/
1501,dynamax-crystal-sco5944,dynamax_crystal_sco5944,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1501/
1502,dynamax-crystal-sco6630,dynamax_crystal_sco6630,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1502/
1503,dynamax-crystal-sco6027,dynamax_crystal_sco6027,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1503/
1504,dynamax-crystal-sco6247,dynamax_crystal_sco6247,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1504/
1505,dynamax-crystal-sco6252,dynamax_crystal_sco6252,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1505/
1506,dynamax-crystal-sco5928,dynamax_crystal_sco5928,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1506/
1507,dynamax-crystal-sco6241,dynamax_crystal_sco6241,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1507/
1508,dynamax-crystal-sco6165,dynamax_crystal_sco6165,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1508/
1509,dynamax-crystal-tri544,dynamax_crystal_tri544,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1509/
1510,dynamax-crystal-leo3982,dynamax_crystal_leo3982,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1510/
1511,dynamax-crystal-leo4534,dynamax_crystal_leo4534,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1511/
1512,dynamax-crystal-leo4357,dynamax_crystal_leo4357,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1512/
1513,dynamax-crystal-leo4057,dynamax_crystal_leo4057,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1513/
1514,dynamax-crystal-leo4359,dynamax_crystal_leo4359,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1514/
1515,dynamax-crystal-leo4031,dynamax_crystal_leo4031,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1515/
1516,dynamax-crystal-leo3852,dynamax_crystal_leo3852,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1516/
1517,dynamax-crystal-leo3905,dynamax_crystal_leo3905,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1517/
1518,dynamax-crystal-leo3773,dynamax_crystal_leo3773,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1518/
1519,dynamax-crystal-gru8425,dynamax_crystal_gru8425,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1519/
1520,dynamax-crystal-gru8636,dynamax_crystal_gru8636,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1520/
1521,dynamax-crystal-gru8353,dynamax_crystal_gru8353,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1521/
1522,dynamax-crystal-lib5685,dynamax_crystal_lib5685,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1522/
1523,dynamax-crystal-lib5531,dynamax_crystal_lib5531,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1523/
1524,dynamax-crystal-lib5787,dynamax_crystal_lib5787,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1524/
1525,dynamax-crystal-lib5603,dynamax_crystal_lib5603,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1525/
1526,dynamax-crystal-pup3165,dynamax_crystal_pup3165,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1526/
1527,dynamax-crystal-pup3185,dynamax_crystal_pup3185,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1527/
1528,dynamax-crystal-pup3045,dynamax_crystal_pup3045,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1528/
1529,dynamax-crystal-cyg7924,dynamax_crystal_cyg7924,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1529/
1530,dynamax-crystal-cyg7417,dynamax_crystal_cyg7417,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1530/
1531,dynamax-crystal-cyg7796,dynamax_crystal_cyg7796,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1531/
1532,dynamax-crystal-cyg8301,dynamax_crystal_cyg8301,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1532/
1533,dynamax-crystal-cyg7949,dynamax_crystal_cyg7949,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1533/
1534,dynamax-crystal-cyg7528,dynamax_crystal_cyg7528,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1534/
1535,dynamax-crystal-oct7228,dynamax_crystal_oct7228,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1535/
1536,dynamax-crystal-col1956,dynamax_crystal_col1956,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1536/
1537,dynamax-crystal-col2040,dynamax_crystal_col2040,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1537/
1538,dynamax-crystal-col2177,dynamax_crystal_col2177,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1538/
1539,dynamax-crystal-gem2990,dynamax_crystal_gem2990,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1539/
1540,dynamax-crystal-gem2891,dynamax_crystal_gem2891,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1540/
1541,dynamax-crystal-gem2421,dynamax_crystal_gem2421,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1541/
1542,dynamax-crystal-gem2473,dynamax_crystal_gem2473,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1542/
1543,dynamax-crystal-gem2216,dynamax_crystal_gem2216,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1543/
1544,dynamax-crystal-gem2777,dynamax_crystal_gem2777,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1544/
1545,dynamax-crystal-gem2650,dynamax_crystal_gem2650,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1545/
1546,dynamax-crystal-gem2286,dynamax_crystal_gem2286,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1546/
1547,dynamax-crystal-gem2484,dynamax_crystal_gem2484,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1547/
1548,dynamax-crystal-gem2930,dynamax_crystal_gem2930,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1548/
1549,dynamax-crystal-peg8775,dynamax_crystal_peg8775,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1549/
1550,dynamax-crystal-peg8781,dynamax_crystal_peg8781,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1550/
1551,dynamax-crystal-peg39,dynamax_crystal_peg39,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1551/
1552,dynamax-crystal-peg8308,dynamax_crystal_peg8308,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1552/
1553,dynamax-crystal-peg8650,dynamax_crystal_peg8650,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1553/
1554,dynamax-crystal-peg8634,dynamax_crystal_peg8634,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1554/
1555,dynamax-crystal-peg8684,dynamax_crystal_peg8684,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1555/
1556,dynamax-crystal-peg8450,dynamax_crystal_peg8450,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1556/
1557,dynamax-crystal-peg8880,dynamax_crystal_peg8880,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1557/
1558,dynamax-crystal-peg8905,dynamax_crystal_peg8905,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1558/
1559,dynamax-crystal-oph6556,dynamax_crystal_oph6556,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1559/
1560,dynamax-crystal-oph6378,dynamax_crystal_oph6378,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1560/
1561,dynamax-crystal-oph6603,dynamax_crystal_oph6603,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1561/
1562,dynamax-crystal-oph6149,dynamax_crystal_oph6149,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1562/
1563,dynamax-crystal-oph6056,dynamax_crystal_oph6056,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1563/
1564,dynamax-crystal-oph6075,dynamax_crystal_oph6075,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1564/
1565,dynamax-crystal-ser5854,dynamax_crystal_ser5854,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1565/
1566,dynamax-crystal-ser7141,dynamax_crystal_ser7141,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1566/
1567,dynamax-crystal-ser5879,dynamax_crystal_ser5879,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1567/
1568,dynamax-crystal-her6406,dynamax_crystal_her6406,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1568/
1569,dynamax-crystal-her6148,dynamax_crystal_her6148,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1569/
1570,dynamax-crystal-her6410,dynamax_crystal_her6410,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1570/
1571,dynamax-crystal-her6526,dynamax_crystal_her6526,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1571/
1572,dynamax-crystal-her6117,dynamax_crystal_her6117,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1572/
1573,dynamax-crystal-her6008,dynamax_crystal_her6008,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1573/
1574,dynamax-crystal-per936,dynamax_crystal_per936,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1574/
1575,dynamax-crystal-per1017,dynamax_crystal_per1017,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1575/
1576,dynamax-crystal-per1131,dynamax_crystal_per1131,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1576/
1577,dynamax-crystal-per1228,dynamax_crystal_per1228,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1577/
1578,dynamax-crystal-per834,dynamax_crystal_per834,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1578/
1579,dynamax-crystal-per941,dynamax_crystal_per941,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1579/
1580,dynamax-crystal-phe99,dynamax_crystal_phe99,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1580/
1581,dynamax-crystal-phe338,dynamax_crystal_phe338,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1581/
1582,dynamax-crystal-vel3634,dynamax_crystal_vel3634,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1582/
1583,dynamax-crystal-vel3485,dynamax_crystal_vel3485,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1583/
1584,dynamax-crystal-vel3734,dynamax_crystal_vel3734,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1584/
1585,dynamax-crystal-aqr8232,dynamax_crystal_aqr8232,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1585/
1586,dynamax-crystal-aqr8414,dynamax_crystal_aqr8414,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1586/
1587,dynamax-crystal-aqr8709,dynamax_crystal_aqr8709,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1587/
1588,dynamax-crystal-aqr8518,dynamax_crystal_aqr8518,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1588/
1589,dynamax-crystal-aqr7950,dynamax_crystal_aqr7950,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1589/
1590,dynamax-crystal-aqr8499,dynamax_crystal_aqr8499,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1590/
1591,dynamax-crystal-aqr8610,dynamax_crystal_aqr8610,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1591/
1592,dynamax-crystal-aqr8264,dynamax_crystal_aqr8264,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1592/
1593,dynamax-crystal-cru4853,dynamax_crystal_cru4853,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1593/
1594,dynamax-crystal-cru4730,dynamax_crystal_cru4730,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1594/
1595,dynamax-crystal-cru4763,dynamax_crystal_cru4763,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1595/
1596,dynamax-crystal-cru4700,dynamax_crystal_cru4700,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1596/
1597,dynamax-crystal-cru4656,dynamax_crystal_cru4656,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1597/
1598,dynamax-crystal-psa8728,dynamax_crystal_psa8728,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1598/
1599,dynamax-crystal-tra6217,dynamax_crystal_tra6217,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1599/
1600,dynamax-crystal-cap7776,dynamax_crystal_cap7776,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1600/
1601,dynamax-crystal-cap7754,dynamax_crystal_cap7754,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1601/
1602,dynamax-crystal-cap8278,dynamax_crystal_cap8278,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1602/
1603,dynamax-crystal-cap8322,dynamax_crystal_cap8322,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1603/
1604,dynamax-crystal-cap7773,dynamax_crystal_cap7773,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1604/
1605,dynamax-crystal-sge7479,dynamax_crystal_sge7479,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1605/
1606,dynamax-crystal-car2326,dynamax_crystal_car2326,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1606/
1607,dynamax-crystal-car3685,dynamax_crystal_car3685,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1607/
1608,dynamax-crystal-car3307,dynamax_crystal_car3307,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1608/
1609,dynamax-crystal-car3699,dynamax_crystal_car3699,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1609/
1610,dynamax-crystal-dra5744,dynamax_crystal_dra5744,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1610/
1611,dynamax-crystal-dra5291,dynamax_crystal_dra5291,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1611/
1612,dynamax-crystal-dra6705,dynamax_crystal_dra6705,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1612/
1613,dynamax-crystal-dra6536,dynamax_crystal_dra6536,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1613/
1614,dynamax-crystal-dra7310,dynamax_crystal_dra7310,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1614/
1615,dynamax-crystal-dra6688,dynamax_crystal_dra6688,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1615/
1616,dynamax-crystal-dra4434,dynamax_crystal_dra4434,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1616/
1617,dynamax-crystal-dra6370,dynamax_crystal_dra6370,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1617/
1618,dynamax-crystal-dra7462,dynamax_crystal_dra7462,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1618/
1619,dynamax-crystal-dra6396,dynamax_crystal_dra6396,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1619/
1620,dynamax-crystal-dra6132,dynamax_crystal_dra6132,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1620/
1621,dynamax-crystal-dra6636,dynamax_crystal_dra6636,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1621/
1622,dynamax-crystal-cvn4915,dynamax_crystal_cvn4915,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1622/
1623,dynamax-crystal-cvn4785,dynamax_crystal_cvn4785,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1623/
1624,dynamax-crystal-cvn4846,dynamax_crystal_cvn4846,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1624/
1625,dynamax-crystal-aql7595,dynamax_crystal_aql7595,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1625/
1626,dynamax-crystal-aql7557,dynamax_crystal_aql7557,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1626/
1627,dynamax-crystal-aql7525,dynamax_crystal_aql7525,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1627/
1628,dynamax-crystal-aql7602,dynamax_crystal_aql7602,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1628/
1629,dynamax-crystal-aql7235,dynamax_crystal_aql7235,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1629/
1630,max-honey,max_honey,,4000,revival,30,,,,https://pokeapi.co/api/v2/item/1630/
1631,max-mushrooms,max_mushrooms,,6000,stat-boosts,30,,,,https://pokeapi.co/api/v2/item/1631/
1632,galarica-twig,galarica_twig,,20,collectibles,30,,,,https://pokeapi.co/api/v2/item/1632/
1633,galarica-cuff,galarica_cuff,,3000,collectibles,30,,,,https://pokeapi.co/api/v2/item/1633/
1634,style-card,style_card,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1634/
1635,armor-pass,armor_pass,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1635/
1636,rotom-bike--sparkling-white,rotom_bike_sparkling_white,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1636/
1637,rotom-bike--glistening-black,rotom_bike_glistening_black,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1637/
1638,exp-charm,exp_charm,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1638/
1639,armorite-ore,armorite_ore,,20,collectibles,30,,,,https://pokeapi.co/api/v2/item/1639/
1640,mark-charm,mark_charm,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1640/
1641,reins-of-unity--merge,reins_of_unity_merge,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1641/
1642,reins-of-unity--split,reins_of_unity_split,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1642/
1643,galarica-wreath,galarica_wreath,,3000,collectibles,30,,,,https://pokeapi.co/api/v2/item/1643/
1644,legendary-clue-1,legendary_clue_1,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1644/
1645,legendary-clue-2,legendary_clue_2,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1645/
1646,legendary-clue-3,legendary_clue_3,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1646/
1647,legendary-clue-question,legendary_clue_question,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1647/
1648,crown-pass,crown_pass,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1648/
1649,wooden-crown,wooden_crown,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1649/
1650,radiant-petal,radiant_petal,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1650/
1651,white-mane-hair,white_mane_hair,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1651/
1652,black-mane-hair,black_mane_hair,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1652/
1653,iceroot-carrot,iceroot_carrot,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1653/
1654,shaderoot-carrot,shaderoot_carrot,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1654/
1655,dynite-ore,dynite_ore,,20,collectibles,30,,,,https://pokeapi.co/api/v2/item/1655/
1656,carrot-seeds,carrot_seeds,,20,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1656/
1657,ability-patch,ability_patch,,20,vitamins,None,,,,https://pokeapi.co/api/v2/item/1657/
1658,reins-of-unity,reins_of_unity,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1658/
1659,adamant-crystal,adamant_crystal,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1659/
1660,lustrous-globe,lustrous_globe,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1660/
1661,griseous-core,griseous_core,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1661/
