id,name,description,champion_ids,image,sourceUrl
4683,PCS: SHG - 2024,,,images/emotes/pcs_shg_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4683_pcs_shg__2024_inventory.accessories_14_18.png
4684,Lima Oscar Lima!,,42,images/emotes/lima_oscar_lima.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/corki/4684_lima_oscar_lima_inventory.accessories_14_20.png
4685,Stone Faced,,3,images/emotes/stone_faced.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/galio/4685_stone_faced_inventory.accessories_14_20.png
4686,Ride Out,,120,images/emotes/ride_out.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/hecarim/4686_ride_out_inventory.accessories_14_20.png
4687,Tickles My Fancy,,427,images/emotes/tickles_my_fancy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/ivern/4687_tickles_my_fancy_inventory.accessories_14_20.png
4688,Kingly Laugh,,59,images/emotes/kingly_laugh.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/jarvaniv/4688_kingly_laugh_inventory.accessories_14_20.png
4689,Artistic Perfection,,202,images/emotes/artistic_perfection.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/jhin/4689_artistic_perfection_inventory.accessories_14_20.png
4690,It Is What It Is,,429,images/emotes/it_is_what_it_is.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/kalista/4690_it_is_what_it_is_inventory.accessories_14_20.png
4691,I Wait,,76,images/emotes/i_wait.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/nidalee/4691_i_wait_inventory.accessories_14_20.png
4692,Suffer Eternally,,56,images/emotes/suffer_eternally.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/nocturne/4692_suffer_eternally_inventory.accessories_14_20.png
4693,Monster Sleep,,421,images/emotes/monster_sleep.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/reksai/4693_monster_sleep_inventory.accessories_14_20.png
4694,Think Kayn Think,,141,images/emotes/think_kayn_think.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/rhaast/4694_think_kayne_think_inventory.accessories_14_20.png
4695,Great Job,,141,images/emotes/great_job.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/kayne/4695_great_job_inventory.accessories_14_20.png
4696,Now We're Cookin,,68,images/emotes/now_we_re_cookin.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/rumble/4696_now_were_cookin_inventory.accessories_14_20.png
4697,Hearts,,72,images/emotes/hearts.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/skarner/4697_hearts_inventory.accessories_14_20.png
4698,Lost Another Blade,,91,images/emotes/lost_another_blade.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/talon/4698_lost_another_blade_inventory.accessories_14_20.png
4699,Chomp,,48,images/emotes/chomp.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/trundle/4699_chomp_inventory.accessories_14_20.png
4700,Battle Fury,,23,images/emotes/battle_fury.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/tryndamere/4700_battle_fury_inventory.accessories_14_20.png
4701,Hearty Laugh,,77,images/emotes/hearty_laugh.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/udyr/4701_hearty_laugh_inventory.accessories_14_20.png
4702,Robo Heart,,112,images/emotes/robo_heart.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/viktor/4702_robo_heart_inventory.accessories_14_20.png
4703,I Forget,,101,images/emotes/i_forget.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/xerath/4703_i_forget_inventory.accessories_14_20.png
4704,Here's A Tip,,5,images/emotes/here_s_a_tip.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/xinzhao/4704_heres_a_tip_inventory.accessories_14_20.png
4705,Could You Not?,,17,images/emotes/could_you_not.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/teemo/4705_could_you_not_inventory.accessories_14_20.png
4706,Starstruck,,"79, 48",images/emotes/starstruck.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/playerday/4706_starstruck_inventory.accessories_14_20.png
4707,Infernal Edge,,157,images/emotes/infernal_edge.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/nightbringer/4707_infernal_edge_inventory.accessories_14_20.png
4708,Get Wings!,,222,images/emotes/get_wings.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/marketing/4708_get_wings_inventory.accessories_14_21.png
4709,Need A Hand?,,517,images/emotes/need_a_hand.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/darkstar/4709_need_a_hand_inventory.accessories_14_21.png
4710,Forewarned,,157,images/emotes/forewarned.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/4710_forewarned_inventory.accessories_14_22.png
4711,Simply Superior,,50,images/emotes/simply_superior.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/champions/swain/em_prestige_matcha_swain_inventory.accessories_14_22_delayed.png
4712,Why Must They Test Me?,,799,images/emotes/why_must_they_test_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/champions/4712_why_must_they_test_me_inventory.accessories_14_22.png
4713,Cook N' Conjure,,,images/emotes/cook_n_conjure.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/4713_cook_n_conjure_inventory.accessories_14_22.png
4714,You Dropped Your Crown,,,images/emotes/you_dropped_your_crown.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/4714_you_dropped_your_crown_inventory.accessories_14_22.png
4715,What Is This?,,,images/emotes/what_is_this.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/arcane/4715_what_is_this_inventory.accessories_14_22.png
4716,Hardly Worth The Effort,,245,images/emotes/hardly_worth_the_effort.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/arcane/4716_hardly_worth_the_effort_inventory.accessories_14_22.png
4717,Season 2024 - End Of Year - Iron,,,images/emotes/season_2024_end_of_year_iron.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4717_season_2024__end_of_year__iron_inventory.accessories_14_22.png
4718,Season 2024 - End Of Year - Bronze,,,images/emotes/season_2024_end_of_year_bronze.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4718_season_2024__end_of_year__bronze_inventory.accessories_14_22.png
4719,Season 2024 - End Of Year - Silver,,,images/emotes/season_2024_end_of_year_silver.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4719_season_2024__end_of_year__silver_inventory.accessories_14_22.png
4720,Season 2024 - End Of Year - Gold,,,images/emotes/season_2024_end_of_year_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4720_season_2024__end_of_year__gold_inventory.accessories_14_22.png
4721,Season 2024 - End Of Year - Platinum,,,images/emotes/season_2024_end_of_year_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4721_season_2024__end_of_year__platinum_inventory.accessories_14_22.png
4722,Season 2024 - End Of Year - Emerald,,,images/emotes/season_2024_end_of_year_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4722_season_2024__end_of_year__emerald_inventory.accessories_14_22.png
4723,Season 2024 - End Of Year - Diamond,,,images/emotes/season_2024_end_of_year_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4723_season_2024__end_of_year__diamond_inventory.accessories_14_22.png
4724,Season 2024 - End Of Year - Master,,,images/emotes/season_2024_end_of_year_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4724_season_2024__end_of_year__master_inventory.accessories_14_22.png
4725,Season 2024 - End Of Year - Grandmaster,,,images/emotes/season_2024_end_of_year_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4725_season_2024__end_of_year__grandmaster_inventory.accessories_14_22.png
4726,Season 2024 - End Of Year - Challenger,,,images/emotes/season_2024_end_of_year_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4726_season_2024__end_of_year__challenger_inventory.accessories_14_22.png
4727,In My Sights,,51,images/emotes/in_my_sights.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/crepe/4727_in_my_sights_inventory.accessories_14_23.png
4728,Fight Me!,,254,images/emotes/fight_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/crepe/4728_fight_me_inventory.accessories_14_23.png
4729,"Science, Pwees",,74,images/emotes/science_pwees.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/crepe/4729_science_pwees_inventory.accessories_14_23.png
4730,Such Foolishness,,27,images/emotes/such_foolishness.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/crepe/4730_such_foolishness_inventory.accessories_14_23.png
4731,TFT Magic N' Mayhem - Gold,,887,images/emotes/tft_magic_n_mayhem_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4731_tft_magic_n_mayhem__gold_inventory.accessories_14_23.png
4732,TFT Magic N' Mayhem - Platinum,,887,images/emotes/tft_magic_n_mayhem_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4732_tft_magic_n_mayhem__platinum_inventory.accessories_14_23.png
4733,TFT Magic N' Mayhem - Emerald,,887,images/emotes/tft_magic_n_mayhem_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4733_tft_magic_n_mayhem__emerald_inventory.accessories_14_23.png
4734,TFT Magic N' Mayhem - Diamond,,887,images/emotes/tft_magic_n_mayhem_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4734_tft_magic_n_mayhem__diamond_inventory.accessories_14_23.png
4735,TFT Magic N' Mayhem - Master,,887,images/emotes/tft_magic_n_mayhem_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4735_tft_magic_n_mayhem__master_inventory.accessories_14_23.png
4736,TFT Magic N' Mayhem - Grandmaster,,887,images/emotes/tft_magic_n_mayhem_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4736_tft_magic_n_mayhem__grandmaster_inventory.accessories_14_23.png
4737,TFT Magic N' Mayhem - Challenger,,887,images/emotes/tft_magic_n_mayhem_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/standardrewards/4737_tft_magic_n_mayhem__challenger_inventory.accessories_14_23.png
4738,TFT Magic N' Mayhem - Double Up: Gold,,,images/emotes/tft_magic_n_mayhem_double_up_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4738_tft_magic_n_mayhem__double_up_gold_inventory.accessories_14_23.png
4739,TFT Magic N' Mayhem - Double Up: Platinum,,,images/emotes/tft_magic_n_mayhem_double_up_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4739_tft_magic_n_mayhem__double_up_platinum_inventory.accessories_14_23.png
4740,TFT Magic N' Mayhem - Double Up: Emerald,,,images/emotes/tft_magic_n_mayhem_double_up_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4740_tft_magic_n_mayhem__double_up_emerald_inventory.accessories_14_23.png
4741,TFT Magic N' Mayhem - Double Up: Diamond,,,images/emotes/tft_magic_n_mayhem_double_up_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4741_tft_magic_n_mayhem__double_up_diamond_inventory.accessories_14_23.png
4742,TFT Magic N' Mayhem - Double Up: Master,,,images/emotes/tft_magic_n_mayhem_double_up_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4742_tft_magic_n_mayhem__double_up_master_inventory.accessories_14_23.png
4743,TFT Magic N' Mayhem - Double Up: Grandmaster,,,images/emotes/tft_magic_n_mayhem_double_up_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4743_tft_magic_n_mayhem__double_up_grandmaster_inventory.accessories_14_23.png
4744,TFT Magic N' Mayhem - Double Up: Challenger,,,images/emotes/tft_magic_n_mayhem_double_up_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4744_tft_magic_n_mayhem__double_up_challenger_inventory.accessories_14_23.png
4745,TFT Magic N' Mayhem - Hyper Roll: Green Tier,,,images/emotes/tft_magic_n_mayhem_hyper_roll_green_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/hyperroll/4745_tft_magic_n_mayhem__hyper_roll_green_tier_inventory.accessories_14_23.png
4746,TFT Magic N' Mayhem - Hyper Roll: Blue Tier,,,images/emotes/tft_magic_n_mayhem_hyper_roll_blue_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/hyperroll/4746_tft_magic_n_mayhem__hyper_roll_blue_tier_inventory.accessories_14_23.png
4747,TFT Magic N' Mayhem - Hyper Roll: Purple Tier,,,images/emotes/tft_magic_n_mayhem_hyper_roll_purple_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/hyperroll/4747_tft_magic_n_mayhem__hyper_roll_purple_tier_inventory.accessories_14_23.png
4748,TFT Magic N' Mayhem - Hyper Roll: Hyper Tier,,,images/emotes/tft_magic_n_mayhem_hyper_roll_hyper_tier.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/hyperroll/4748_tft_magic_n_mayhem__hyper_roll_hyper_tier_inventory.accessories_14_23.png
