champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Xerath,101,W,Eye of Destruction,"Calls down a barrage of arcane energy, slowing and dealing magic damage to all enemies in an area. Targets in the middle receive additional damage and a stronger slow.","Xerath calls down a blast of arcane energy, dealing {{ totaldamage }} magic damage and Slowing them by {{ slowamount*100 }}% for {{ slowduration }} seconds. Enemies in the center take {{ sweetspottotaldamage }} magic damage instead and are Slowed by {{ sweetspotslowamount*100 }}%, decaying over {{ slowduration }} seconds.{{ spellmodifierdescriptionappend }}",14/13/12/11/10,80/90/100/110/120,1000,{{ cost }} {{ abilityresourcename }},champions/Xerath/images/abilities/eye_of_destruction.png,champions/Xerath/images/abilities/eye_of_destruction.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/xerath/hud/icons2d/xerath_w1.png
Xerath,101,E,Shocking Orb,Deals magic damage to an enemy and stuns them.,"Xerath fires an orb of raw magic, Stunning the first enemy hit for up to {{ maxstunduration }} seconds based on distance travelled, and dealing {{ tooltiptotaldamage }} magic damage . {{ spellmodifierdescriptionappend }}",13/12.5/12/11.5/11,60/65/70/75/80,1050,{{ cost }} {{ abilityresourcename }},champions/Xerath/images/abilities/shocking_orb.png,champions/Xerath/images/abilities/shocking_orb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/xerath/hud/icons2d/xerath_e1.png
Xerath,101,R,Rite of the Arcane,Xerath immobilizes himself and gains numerous long-range barrages.,"Xerath ascends to his true form and channels for {{ e1 }} seconds. During this time he may Recast up to {{ e2 }} times. Recast: Xerath launches a magical artillery, dealing {{ tooltiptotaldamage }} magic damage . For each champion hit, the artillery deals an additional {{ rampdamagecalc }} magic damage .{{ spellmodifierdescriptionappend }}",130/115/100,100,5000,{{ cost }} {{ abilityresourcename }},champions/Xerath/images/abilities/rite_of_the_arcane.png,champions/Xerath/images/abilities/rite_of_the_arcane.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/xerath/hud/icons2d/xerath_r1.png
Nocturne,56,P,Umbra Blades,"Every few seconds, Nocturne's next attack strikes surrounding enemies for bonus physical damage and heals himself. Nocturne's basic attacks reduce this cooldown.",,,,,,champions/Nocturne/images/abilities/umbra_blades.png,champions/Nocturne/images/abilities/umbra_blades.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nocturne/hud/icons2d/nocturne_umbrablades.png
Nocturne,56,Q,Duskbringer,"Nocturne throws a shadow blade that deals damage, leaves a Dusk Trail, and causes champions to leave a Dusk Trail. While on the trail, Nocturne can move through units and has increased Move Speed and Attack Damage.","Nocturne throws a shadow blade, dealing {{ totaldamage }} physical damage and leaving a dusk trail for {{ e3 }} seconds. Enemy champions hit also leave a trail. While on the trail, Nocturne is Ghosted and gains {{ movespeed }}% Move Speed and {{ bonustrailad }} Attack Damage .{{ spellmodifierdescriptionappend }}",8,60/65/70/75/80,1125,{{ cost }} {{ abilityresourcename }},champions/Nocturne/images/abilities/duskbringer.png,champions/Nocturne/images/abilities/duskbringer.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nocturne/hud/icons2d/nocturne_duskbringer.png
Nocturne,56,W,Shroud of Darkness,"Nocturne empowers his blades, passively gaining Attack Speed. Activating Shroud of Darkness allows Nocturne to fade into the shadows, creating a magical barrier which blocks a single enemy ability and doubles his passive Attack Speed if successful.","Passive: Nocturne gains {{ e1 }}% Attack Speed . Active: Nocturne creates a shadow barrier for 1.5 seconds that blocks the next enemy Ability. If an Ability is blocked, this Ability's passive effect is increased to {{ e1 }}% Attack Speed for {{ e4 }} seconds.{{ spellmodifierdescriptionappend }}",20/18/16/14/12,50,20,{{ cost }} {{ abilityresourcename }},champions/Nocturne/images/abilities/shroud_of_darkness.png,champions/Nocturne/images/abilities/shroud_of_darkness.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nocturne/hud/icons2d/nocturne_shroudofdarkness.png
Nocturne,56,E,Unspeakable Horror,"Nocturne plants a nightmare into his target's mind, dealing damage each second and applying fear to the target if they do not get out of range by the end of the duration.","Passive: Nocturne gains {{ tooltipfearms*100 }}% Move Speed toward Feared enemies. Active: Nocturne plants a nightmare tether into his target, dealing {{ totaldamage }} magic damage over {{ e3 }} seconds. If the tether remains unbroken, the target is Feared for {{ e2 }} second(s).{{ spellmodifierdescriptionappend }}",15/14/13/12/11,60/65/70/75/80,425,{{ cost }} {{ abilityresourcename }},champions/Nocturne/images/abilities/unspeakable_horror.png,champions/Nocturne/images/abilities/unspeakable_horror.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nocturne/hud/icons2d/nocturne_unspeakablehorror.png
Nocturne,56,R,Paranoia,Nocturne reduces the sight radius of all enemy champions and removes their ally vision in the process. He can then launch himself at a nearby enemy champion.,"Nocturne darkens the map, reducing the sight radius of all enemy champions and removing their vision of allies for {{ paranoiaduration }} seconds. Nocturne can Recast this Ability during the duration to launch himself at an enemy champion dealing {{ damage }} physical damage .{{ spellmodifierdescriptionappend }}",140/115/90,100,2500/3250/4000,{{ cost }} {{ abilityresourcename }},champions/Nocturne/images/abilities/paranoia.png,champions/Nocturne/images/abilities/paranoia.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nocturne/hud/icons2d/nocturne_paranoia.png
Udyr,77,P,Bridge Between,"Udyr has four basic Abilities that swap between Stances and can Recast an Ability to renew it with Ultimate benefits. Additionally, after using an Ability, Udyr's next two Attacks gain Attack Speed.",,,,,,champions/Udyr/images/abilities/bridge_between.png,champions/Udyr/images/abilities/bridge_between.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/udyr/hud/icons2d/udyr_p.png
Udyr,77,Q,Wilding Claw,"Udyr gains attack speed and his next two attacks deal bonus physical damage. Recast: Gain even more attack speed, and the next two attacks call lightning to strike the target.","Claw Stance: Udyr gains {{ attackspeedbase*100 }}% Attack Speed and his Attacks deal {{ onhitdamage }} physical damage %i:OnHit% On-Hit for {{ attackspeeddurationbase }} seconds. Additionally, Udyr's next two Attacks in this stance deal a bonus {{ maxhponhit1 }} max Health physical damage and gain {{ attackrange }} range. Awaken: Increase bonus Attack Speed to {{ empoweredtotalas }} and max Health damage to {{ q2totalonhithpdamage }} . Additionally, Udyr's next two Attacks call lightning six times, dealing a total of {{ empoweredlightningbonusmax }} max Health magic damage to isolated targets (strikes bounce to other nearby targets when possible). {{ spellmodifierdescriptionappend }}",6,20,600,{{ cost }} {{ abilityresourcename }},champions/Udyr/images/abilities/wilding_claw.png,champions/Udyr/images/abilities/wilding_claw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/udyr/hud/icons2d/udyr_q.png
Udyr,77,W,Iron Mantle,Udyr gains a shield and his next two attacks heal him. Recast: Gain an even bigger shield and heal based on max health over the next couple seconds.,"Mantle Stance: Udyr gains {{ totalshield }} Shield for {{ shieldduration }} seconds. Additionally, Udyr's next two Attacks gain {{ lifesteal*100 }}% Life Steal and restore {{ lifeonhit }} Health . Awaken: Gain {{ recastshield }} Shield , restore {{ recastheal }} Health over {{ shieldduration }} seconds, and Udyr's next two Attacks instead have {{ lifesteal*200 }}% Life Steal and restore {{ lifeonhitawakened }} Health . {{ spellmodifierdescriptionappend }}",6,40,0,{{ cost }} {{ abilityresourcename }},champions/Udyr/images/abilities/iron_mantle.png,champions/Udyr/images/abilities/iron_mantle.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/udyr/hud/icons2d/udyr_w.png
Udyr,77,E,Blazing Stampede,Udyr gains movement speed and his first attack against each target will Stun them. Recast: Gain even more movement speed and immunity to immobilizing effects for a couple seconds.,"Stampede Stance: Udyr gains {{ movespeed*100 }}% Move Speed , decaying over {{ movespeedduration }} seconds. Additionally, Udyr's Attacks dash him to the target and Stun for {{ stunduration }} seconds ({{ icd }} second Cooldown per target). Awaken: Grants immunity to Immobilizing and Disabling effects and an additional {{ movespeedbonus }} Move Speed for {{ unstoppableduration }} seconds.{{ spellmodifierdescriptionappend }}",6,40,600,{{ cost }} {{ abilityresourcename }},champions/Udyr/images/abilities/blazing_stampede.png,champions/Udyr/images/abilities/blazing_stampede.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/udyr/hud/icons2d/udyr_e.png
Udyr,77,R,Wingborne Storm,"Udyr surrounds himself in a glacial storm, damaging and slowing nearby enemies. Recast: Empower and unleash the storm, causing it to track enemies and deal additional damage.","Storm Stance: Udyr surrounds himself in a glacial storm for {{ buffduration }} seconds, dealing {{ stormdamage }} magic damage per second to nearby enemies and Slowing them by {{ slowpotency*100 }}%. Additionally, Udyr's next two Attacks in this stance deal {{ pulsedamage }} magic damage to enemies in the storm. Awaken: Unleash the storm, causing it to follow Udyr's last Attacked enemy, deal an additional {{ percenthpblast }} max Health magic damage over the duration, and Slow by an additional {{ empoweredslow }}.{{ spellmodifierdescriptionappend }}",6,40,370,{{ cost }} {{ abilityresourcename }},champions/Udyr/images/abilities/wingborne_storm.png,champions/Udyr/images/abilities/wingborne_storm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/udyr/hud/icons2d/udyr_r.png
Yuumi,350,P,Feline Friendship,"Periodically, when Yuumi strikes a champion with an attack or ability, she restores health to herself and the next ally she Attaches to. While Attached, Yuumi generates a special bond with her allies. The ally with the strongest bond enhances Yuumi's abilities while she is Attached to them.",,,,,,champions/Yuumi/images/abilities/feline_friendship.png,champions/Yuumi/images/abilities/feline_friendship.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yuumi/hud/icons2d/yuumip2.png
Yuumi,350,Q,Prowling Projectile,"Yuumi fires a missile, dealing damage and slowing first target hit. It deals bonus damage and an enchanced slow if it takes at least 1.35 seconds to get to its target. While on her Best Friend, the slow is always enhanced and grants bonus On-Hit damage to her ally. While Attached, the missile can be controlled with your cursor for a brief period.","Yuumi summons an errant missile that deals {{ totalmissiledamage }} magic damage to the first enemy and Slows the target for {{ slowamount }}%. If cast while Attached , Yuumi can control the missile using her mouse for a short period before it accelerates in a straight line. The accelerated missile deals {{ totalmissiledamageempowered }} magic damage and Slows the target for {{ empoweredslowamount }}% for {{ empoweredslowduration }} seconds, instead. Best Friend Bonus: Prowling Projectile's Slow will always be enhanced and hitting an enemy champion also grants them {{ onhitdamagecalc }} magic damage On-Hit %i:OnHit% for {{ buffduration }} seconds. The bonus On-Hit damage can be increased by {{ allycritchancemaxamp*100 }}% based her ally's Critical Strike Chance. {{ spellmodifierdescriptionappend }}",6.5,50/55/60/65/70/75,25000,{{ cost }} {{ abilityresourcename }},champions/Yuumi/images/abilities/prowling_projectile.png,champions/Yuumi/images/abilities/prowling_projectile.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yuumi/hud/icons2d/yuumiq.png
Yuumi,350,W,You and Me!,"Yuumi dashes to a target ally, becoming untargetable from everything except turrets. While on her Best Friend, she gains Heal & Shield Power and grants her Ally On-Hit healing.","Passive: While on her Best Friend , Yuumi gains an additional {{ healandshieldpower*100 }}% Heal & Shield Power and her ally also restores {{ healthonhit }} health On-Hit %i:OnHit% . Active: Yuumi dashes to an ally champion and Attaches to them. While Yuumi is Attached , she follows her partner's movement and is Untargetable except from towers. Immobilizing effects on Yuumi place this Ability on a {{ ccattachlockout }} second Cooldown.{{ spellmodifierdescriptionappend }}",0,0,25000,No Cost,champions/Yuumi/images/abilities/you_and_me.png,champions/Yuumi/images/abilities/you_and_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yuumi/hud/icons2d/yuumiw.png
Yuumi,350,E,Zoomies,"Shields Yuumi and boosts Move Speed and Attack Speed. If she's attached, she passes it to her ally instead.","Yuumi shields herself, blocking {{ totalshielding }} damage and gains {{ totalattackspeed }}% Attack Speed for {{ msduration }} seconds. While the shield persists, the target also gains {{ msamount }}% Move Speed . If Yuumi is Attached , this Ability affects her ally instead and also restores {{ manarestore }} Mana to them, increased by up to {{ maxmanapercincrease*100 }}% based on the target's missing Mana.{{ spellmodifierdescriptionappend }}",10,80/90/100/110/120,25000,{{ cost }} {{ abilityresourcename }},champions/Yuumi/images/abilities/zoomies.png,champions/Yuumi/images/abilities/zoomies.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/yuumi/hud/icons2d/yuumip.png
